loading,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,attribute_0_material_5,attribute_0_material_7,attribute_1_material_5,attribute_1_material_6,attribute_1_material_7,attribute_1_material_8
0.2613800341394189,0.0004952658167669882,-0.0024922361934266177,0.0,0.0,0.001519142514243049,0.0,0.0,0.0008637147521688059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05220002312029324,0.0,0.0012742511042054603,-0.0009737161013642739,0.0,0.0,0.003574609139275245
