loading,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,attribute_0_material_5,attribute_0_material_7,attribute_1_material_5,attribute_1_material_6,attribute_1_material_7,attribute_1_material_8
0.26717099212835665,0.003524709345959936,-0.0053402715185245225,0.0,0.0,0.01586932270645271,0.0,-0.005415977934049355,0.00011231508676669166,0.0,0.0010112798028192173,0.0,0.0,0.0,0.0,0.0,0.0,0.0013915828012544095,0.0,0.0,0.048346370562979746,-0.0028080001801037576,0.00810591390416339,0.0,-0.0004506665404573313,0.0,0.006479876906013027
