loading,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,attribute_0_material_5,attribute_0_material_7,attribute_1_material_5,attribute_1_material_6,attribute_1_material_7,attribute_1_material_8
0.26508866354534266,0.0,-0.017182607274503596,0.0,0.0,0.019381171026977694,0.0,-0.0022340285480476926,0.0,0.0,0.0,0.00901198208468797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023920079837511633,-1.6151383990783962e-05,0.003985814312378074,0.0,0.0,0.0,0.0
